cities,raw,address,zip
"Starkville, MS ",Waffle House in 39759 at Mississippi 182,Mississippi 182,39759
"Starkville, MS ",Waffle House in 39759 at 1201 Greta Ln,1201 Greta Ln,39759
"Tupelo, MS ",Waffle House in 38804 at 3994 N Gloster St,3994 N Gloster St,38804
"Tupelo, MS ",Waffle House in 38804 at 853 N Gloster St,853 N Gloster St,38804
"Vicksburg, MS ",Waffle House in 39180 at 2455 N Frontage Rd,2455 N Frontage Rd,39180
"Vicksburg, MS ",Waffle House in 39183 at 4045 Clay St,4045 Clay St,39183
"Laurel, MS",single loc,1602 Jefferson St,39440
"Meridian, MS",single loc,1404 Roebuck Dr,39301
"Wiggins, MS",single loc,908 Frontage Dr W,39577
"Horn Lake, MS",single loc,865 Goodman Rd W,38637
"Olive Branch, MS",single loc,7035 Enterprise Dr,38654
"Byram, MS",single loc,7431 S Siwell Rd,39272
"Gautier, MS",single loc,3099 Highway 90,39553
"Long Beach, MS",single loc,106 E Beach Blvd,39560
"Lucedale, MS",single loc,12118 Old 63 S,39452
"Corinth, MS",single loc,2103 Hwy 72,38834
"Ridgeland, MS",single loc,6931 Old Canton Rd,39157
"Florence, MS",single loc,3090 Highway 49 S,39073-9491
"Picayune, MS",single loc,Memorial Blvd,39466
"Waveland, MS",single loc,452 Highway 90,39576
"Grenada, MS",single loc,2085 Sunset Dr,38901
"Clinton, MS",single loc,486 Springridge Rd,39056
"Canton, MS",single loc,W Peace St,39046
"Greenwood, MS",single loc,925 Highway 82 W,38930
"Batesville, MS",single loc,699 Highway 6 E,38606
"Brookhaven, MS",single loc,954 Brookway Blvd,39601
"Diamondhead, MS",single loc,102 Ne Interchange,39525
"Columbus, MS",single loc,1204 Highway 45 N,39705
"Mccomb, MS",single loc,1705 Delaware Ave,39648
"Senatobia, MS",single loc,399 E Main St,38668
"Asheville, NC ",Waffle House in 28805 at 1444 Tunnel Rd,1444 Tunnel Rd,28805
"Asheville, NC ",Waffle House in 28805 at 169 Tunnel Rd,169 Tunnel Rd,28805
"Asheville, NC ",Waffle House in 28806 at 210 Smokey Park Hwy,210 Smokey Park Hwy,28806
"Asheville, NC ",Waffle House in 28806-2204 at 798 Brevard Rd,798 Brevard Rd,28806
"Burlington, NC ",Waffle House in 27215-5457 at 2701 Alamance Rd,2701 Alamance Rd,27215
"Burlington, NC ",Waffle House in 27215-7116 at 2448 Maple Ave,2448 Maple Ave,27215
"Cary, NC ",Waffle House in 27511 at 1724 Walnut Street,1724 Walnut Street,27511
"Cary, NC ",Waffle House in 27511-5931 at 1718 Walnut St,1718 Walnut St,27511
"Charlotte, NC ",Waffle House in 28208-3501 at 3309 Mulberry Church Rd,3309 Mulberry Church Rd,28208
"Charlotte, NC ",Waffle House in 28212-6952 at 6341 E Independence Blvd,6341 E Independence Blvd,28212
"Charlotte, NC ",Waffle House in 28212-7255 at 6637 E Independence Blvd,6637 E Independence Blvd,28212
"Charlotte, NC ",Waffle House in 28214-3021 at 2708 Little Rock Rd,2708 Little Rock Rd,28214
"Charlotte, NC ",Waffle House in 28216-2389 at 6308 Banner Elk Dr,6308 Banner Elk Dr,28216
"Charlotte, NC ",Waffle House in 28217-2117 at 4739 South Blvd,4739 South Blvd,28217
"Charlotte, NC ",Waffle House in 28226-4707 at 8300 Pineville-matthews Rd,8300 Pineville-matthews Rd,28226
"Charlotte, NC ",Waffle House in 28262 at 1352 W Sugar Creek Rd,1352 W Sugar Creek Rd,28262
"Charlotte, NC ",Waffle House in 28262-3326 at 103 Stetson Dr,103 Stetson Dr,28262
"Charlotte, NC ",Waffle House in 28269 at 4912 Sunset Rd,4912 Sunset Rd,28269
"Charlotte, NC ",Waffle House in 28269-2607 at 8635 Hankins Rd,8635 Hankins Rd,28269
"Charlotte, NC ",Waffle House in 28273-6225 at 501 Westinghouse Blvd,501 Westinghouse Blvd,28273
"Clayton, NC ",Waffle House in 27520 at Old Us Highway 70 W,Old Us Highway 70 W,27520
"Clayton, NC ",Waffle House in 27520 at 13048 U.S. 70,13048 U.S. 70,27520
"Concord, NC ",Waffle House in 28025-2881 at 1592 Us 29,1592 Us 29,28025
"Concord, NC ",Waffle House in 28027 at 278 Concord Pkwy S,278 Concord Pkwy S,28027
"Concord, NC ",Waffle House in 28027-8471 at 4602 Davidson Hwy,4602 Davidson Hwy,28027
"Conover, NC ",Waffle House in 28613 at 3350 14th Ave Se,3350 14th Ave Se,28613
"Conover, NC ",Waffle House in 28613-8012 at 999 14th St Nw,999 14th St Nw,28613
"Durham, NC ",Waffle House in 27705-2917 at 3500 Hillsborough Rd,3500 Hillsborough Rd,27705
"Durham, NC ",Waffle House in 27713 at 112 North Carolina 54,112 North Carolina 54,27713
"Durham, NC ",Waffle House in 27713-2136 at 108 E Nc Highway 54,108 E Nc Highway 54,27713
"Durham, NC ",Waffle House in 27713-2231 at 4435 Apex Hwy,4435 Apex Hwy,27713
"Fayetteville, NC ",Waffle House in 28303-3422 at 4520 Yadkin Rd,4520 Yadkin Rd,28303
"Fayetteville, NC ",Waffle House in 28304 at 5515 Raeford Rd,5515 Raeford Rd,28304
"Fayetteville, NC ",Waffle House in 28304 at 7641 Raeford Rd,7641 Raeford Rd,28304
"Fayetteville, NC ",Waffle House in 28311-7656 at 4141 Ramsey St,4141 Ramsey St,28311
"Fayetteville, NC ",Waffle House in 28312 at 2124 Cedar Creek Rd,2124 Cedar Creek Rd,28312
"Fayetteville, NC ",Waffle House in 28312 at 2122 Cedar Creek Rd,2122 Cedar Creek Rd,28312
"Fayetteville, NC ",Waffle House in 28314 at 650 S Reilly Rd,650 S Reilly Rd,28314
"Forest City, NC ",Waffle House in 28043 at 2270 Us 74 Bypass Hwy,2270 Us 74 Bypass Hwy,28043
"Forest City, NC ",Waffle House in 28043 at Hwy 74,Hwy 74,28043
"Fuquay Varina, NC ",Waffle House in 27526 at 1418 N Main St,1418 N Main St,27526
"Fuquay Varina, NC ",Waffle House in 27526 at 1412 N Main St,1412 N Main St,27526
"Gastonia, NC ",Waffle House in 28052-1199 at 1729 Bessemer City Rd,1729 Bessemer City Rd,28052
"Gastonia, NC ",Waffle House in 28052-1837 at 1996 N Chester St,1996 N Chester St,28052
"Gastonia, NC ",Waffle House in 28054-7413 at 1845 Remount Rd,1845 Remount Rd,28054
"Goldsboro, NC ",Waffle House in 27534 at 502 N Berkeley Blvd,502 N Berkeley Blvd,27534
"Goldsboro, NC ",Waffle House in 27534-1720 at 2000 Wayne Memorial Dr,2000 Wayne Memorial Dr,27534
"Greensboro, NC ",Waffle House in 27406 at 2505 Randleman Rd,2505 Randleman Rd,27406
"Greensboro, NC ",Waffle House in 27407 at 3204 High Point Rd,3204 High Point Rd,27407
"Greensboro, NC ",Waffle House in 27409 at 4302 Big Tree Way,4302 Big Tree Way,27409
"Greensboro, NC ",Waffle House in 27410 at 3929 Battleground Ave,3929 Battleground Ave,27410
"Greenville, NC ",Waffle House in 27834 at 820 S Memorial Dr,820 S Memorial Dr,27834
"Greenville, NC ",Waffle House in 27858 at 306 Greenville Blvd Se,306 Greenville Blvd Se,27858
"Henderson, NC ",Waffle House in 27536 at 942 W Andrews Ave,942 W Andrews Ave,27536
"Henderson, NC ",Waffle House in 27537 at 1135 Ruin Creek Rd,1135 Ruin Creek Rd,27537
"Hendersonville, NC ",Waffle House in 28792 at 100 Sugarloaf Rd,100 Sugarloaf Rd,28792
"Hendersonville, NC ",Waffle House in 28792 at 112 Sugarloaf Rd,112 Sugarloaf Rd,28792
"High Point, NC ",Waffle House in 27260 at 1006 S Main St,1006 S Main St,27260
"High Point, NC ",Waffle House in 27263 at 10137 N Main St,10137 N Main St,27263
"Jacksonville, NC ",Waffle House in 28540 at 605 N Marine Blvd,605 N Marine Blvd,28540
"Jacksonville, NC ",Waffle House in 28546 at 1035 Western Blvd,1035 Western Blvd,28546
"Kenly, NC ",Waffle House in 27542 at 106+jones+st,106+jones+st,27542
"Kenly, NC ",Waffle House in 27542-9663 at 875 Johnston Pkwy,875 Johnston Pkwy,27542
"Kings Mountain, NC ",Waffle House in 28086 at 726 York Rd,726 York Rd,28086
"Kings Mountain, NC ",Waffle House in 28086-3662 at 736 York Rd,736 York Rd,28086
"Lumberton, NC ",Waffle House in 28358 at 3480 Capuano St,3480 Capuano St,28358
"Lumberton, NC ",Waffle House in 28358 at 3090 W 5th St,3090 W 5th St,28358
"Lumberton, NC ",Waffle House in 28358 at 2701 N Roberts Ave,2701 N Roberts Ave,28358
"Lumberton, NC ",Waffle House in 28358 at 100 Jackson Ct,100 Jackson Ct,28358
"Morganton, NC ",Waffle House in 28655 at 2451 S Sterling St,2451 S Sterling St,28655
"Morganton, NC ",Waffle House in 28655 at 1016 Jamestown Rd,1016 Jamestown Rd,28655
"New Bern, NC ",Waffle House in 28560 at 1000 Us Highway 70 E,1000 Us Highway 70 E,28560
"New Bern, NC ",Waffle House in 28562 at 3303 Dr M L King Jr Blvd,3303 Dr M L King Jr Blvd,28562
"Raleigh, NC ",Waffle House in 27604-2471 at 2624 Westinghouse Blvd,2624 Westinghouse Blvd,27604
"Raleigh, NC ",Waffle House in 27607-5217 at 3909 Hillsborough St,3909 Hillsborough St,27607
"Raleigh, NC ",Waffle House in 27610-1336 at 3703 New Bern Ave,3703 New Bern Ave,27610
"Salisbury, NC ",Waffle House in 28144-5707 at 1013 E Innes St,1013 E Innes St,28144
"Salisbury, NC ",Waffle House in 28147-1219 at 936 Jake Alexander Blvd W,936 Jake Alexander Blvd W,28147
"Sanford, NC ",Waffle House in 27330 at 275 Pressly Foushee Rd,275 Pressly Foushee Rd,27330
"Sanford, NC ",Waffle House in 27332 at 2621 S Horner Blvd,2621 S Horner Blvd,27332
"Spring Lake, NC ",Waffle House in 28390 at 611 Lillington Hwy,611 Lillington Hwy,28390
"Spring Lake, NC ",Waffle House in 28390-3311 at 101 Brook Ln,101 Brook Ln,28390
"Statesville, NC ",Waffle House in 28677-3440 at 706 Sullivan Rd,706 Sullivan Rd,28677
"Statesville, NC ",Waffle House in 28677-6965 at 1240 E Garner Bagnal Blvd,1240 E Garner Bagnal Blvd,28677
"Thomasville, NC ",Waffle House in 27360 at 1110 Randolph St,1110 Randolph St,27360
"Thomasville, NC ",Waffle House in 27360 at 1032 Randolph St,1032 Randolph St,27360
"Wilmington, NC ",Waffle House in 28405 at 5041 Market St,5041 Market St,28405
"Wilmington, NC ",Waffle House in 28411 at 6936 Market St,6936 Market St,28411
"Wilmington, NC ",Waffle House in 28412 at 5309 S College Rd,5309 S College Rd,28412
"Winston Salem, NC ",Waffle House in 27103 at 513 Jonestown Rd,513 Jonestown Rd,27103
"Winston Salem, NC ",Waffle House in 27105 at 200 W Hanes Mill Rd,200 W Hanes Mill Rd,27105
"Winston Salem, NC ",Waffle House in 27127 at 150 Beau View Ct,150 Beau View Ct,27127
"Indian Trail, NC",single loc,13727 Independence Blvd,28079-7600
"Weaverville, NC",single loc,172 Weaver Blvd,28787
"Rutherfordton, NC",single loc,112 Railroad Ave,28139
"Erwin, NC",single loc,596 E Jackson Blvd,28339
"Winterville, NC",single loc,715 Thomas Langston Rd,28590
"Biscoe, NC",single loc,515 E Main St,27209
"Monroe, NC",single loc,1229 W Roosevelt Blvd,28110
"Laurinburg, NC",single loc,1302 Scotland Crossing Dr,28352
"Smithfield, NC",single loc,2491 Us 70 Bus,27577
"Kernersville, NC",single loc,716 Nc Highway 66 S,27284
"Dallas, NC",single loc,1100 Dallas Cherryville Hwy,28034
"Whittier, NC",single loc,112 Whittier Depot St,28789
"Lincolnton, NC",single loc,1444 E Main St,28092
"Knightdale, NC",single loc,7645 Us 64,27545-7251
"Albemarle, NC",single loc,205 Highway 740 Byp E,28001
"Rockingham, NC",single loc,474 Us Highway 1 S,28379
"Clemmons, NC",single loc,2413 Lewisville Clemmons Rd,27012
"Cornelius, NC",single loc,20130 W Catawba Ave,28031-4013
"Tarboro, NC",single loc,120 Western Blvd,27886
"Lexington, NC",single loc,810 Piedmont Dr,27295
"Rocky Mount, NC",single loc,101 Rowe Dr,27804
"Leland, NC",single loc,111 Village Rd NE,28451
"King, NC",single loc,714 S Main St,27021
"Havelock, NC",single loc,225 Us Highway 70 W,28532
"Lenoir, NC",single loc,1669 Connelly Springs Rd,28645
"Sylva, NC",single loc,157 Asheville Hwy,28779
"Belmont, NC",single loc,573 Park Dr,28012-2729
"Benson, NC",single loc,907 E Main St,27504-9399
"Jonesville, NC",single loc,1629 Nc Highway 67,28642
"Canton, NC",single loc,680 Champion Dr,28716
"Lillington, NC",single loc,304 E Cornelius Harnett Blvd,27546
"Weldon, NC",single loc,1617 Julian R Allsbrook Hwy,27890
"Shallotte, NC",single loc,352 Whiteville Rd NW,28470
"Hope Mills, NC",single loc,3019 N Main St,28348
"Arden, NC",single loc,371 Long Shoals Rd,28704
"Murphy, NC",single loc,968 W Us Highway 64,28906
"Hickory, NC",single loc,1227 13th Avenue Dr Se,28602-5178
"Battleboro, NC",single loc,7004 Nc Highway 4,27809
"Mooresville, NC",single loc,111 Days Inn Dr,28117
"Fletcher, NC",single loc,230 Underwood Rd,28732
"Wade, NC",single loc,3901 Goldsboro Rd,28395
"Roanoke Rapids, NC",single loc,1901 Julian R Allsbrook Hwy,27870
"Mars Hill, NC",single loc,695 Carl Eller Rd,28754
"Waynesville, NC",single loc,911 Russ Ave,28786
"Selma, NC",single loc,1815 Industrial Park Dr,27576-3438
"Wilson, NC",single loc,4930 Us 264 W,27896-9700
"Shelby, NC",single loc,1808 E Dixon Blvd,28152-6902
"Kannapolis, NC",single loc,2826 Lane St,28083-9223
"Hillsborough, NC",single loc,110 Daniel Boone St,27278-2586
"Carrboro, NC",single loc,4435 Hwy. 55,27510
"Garner, NC",single loc,5607 Nc Highway 42 W,27529-8438
"Huntersville, NC",single loc,14106 Statesville Rd,28078-8933
"Graham, NC",single loc,807 E Harden St,27253-8515
"Mebane, NC",single loc,1054 Mebane Airport Rd,27302-9679
"Flat Rock, NC",single loc,747 Upward Rd,28731
"Rowland, NC",single loc,U.S. 301,28383
"Apex, NC",single loc,1417 E Williams St,27539-7700
"Warsaw, NC",single loc,2688 W Nc Highway 24,28398
"Mount Airy, NC",single loc,2210 Rockford St,27030
"Morrisville, NC",single loc,1006 Airport Blvd,27560-9195
"Albuquerque, NM ",Waffle House in 87106 at 2250 Yale Blvd Se,2250 Yale Blvd Se,87106
"Albuquerque, NM ",Waffle House in 87123 at 13207 Central Ave Ne,13207 Central Ave Ne,87123
"Utica, NY ",Waffle House in 13502 at Genesee St,Genesee St,13502
"Utica, NY ",Waffle House in 13502 at 284 Genesee Street,284 Genesee Street,13502
"Canton, OH ",Waffle House in 44707 at 2512 Cleveland Ave Sw,2512 Cleveland Ave Sw,44707
"Canton, OH ",Waffle House in 44720 at 5424 Whipple Ave Nw,5424 Whipple Ave Nw,44720
"Cincinnati, OH ",Waffle House in 45241 at 11770 Lebanon Rd,11770 Lebanon Rd,45241
"Cincinnati, OH ",Waffle House in 45241-1843 at 2391 E SHARON RD,2391 E SHARON RD,45241
"Cincinnati, OH ",Waffle House in 45241-2039 at 7447 Lebanon St,7447 Lebanon St,45241
"Columbus, OH ",Waffle House in 43204 at 900 N Wilson Rd,900 N Wilson Rd,43204
"Columbus, OH ",Waffle House in 43207 at 3960 S High St,3960 S High St,43207
"Columbus, OH ",Waffle House in 43213 at 6484 E Broad St,6484 E Broad St,43213
"Columbus, OH ",Waffle House in 43219 at 1405 N Cassady Ave,1405 N Cassady Ave,43219
"Columbus, OH ",Waffle House in 43228 at 4595 W Broad St,4595 W Broad St,43228
"Columbus, OH ",Waffle House in 43228 at 2360 Westbelt Dr,2360 Westbelt Dr,43228
"Columbus, OH ",Waffle House in 43229 at 1050 E Dublin Granville Rd,1050 E Dublin Granville Rd,43229
"Columbus, OH ",Waffle House in 43240 at 1183 Polaris Pkwy,1183 Polaris Pkwy,43240
"Dayton, OH ",Waffle House in 45414 at 2226 Needmore Rd,2226 Needmore Rd,45414
"Dayton, OH ",Waffle House in 45415 at 9295 N Main St,9295 N Main St,45415
"Dayton, OH ",Waffle House in 45424 at 7800 Brandt Pike,7800 Brandt Pike,45424
"Dayton, OH ",Waffle House in 45424 at 7231 Taylorsville Rd,7231 Taylorsville Rd,45424
"Dayton, OH ",Waffle House in 45424 at 5600 Executive Blvd,5600 Executive Blvd,45424
"Dayton, OH ",Waffle House in 45439-1974 at 4912 Springboro Pike,4912 Springboro Pike,45439
"Dayton, OH ",Waffle House in 45440-3250 at 4382 INDIAN RIPPLE RD,4382 INDIAN RIPPLE RD,45440
"Fairborn, OH ",Waffle House in 45324 at 1107 E Dayton Yellow Springs Rd,1107 E Dayton Yellow Springs Rd,45324
"Fairborn, OH ",Waffle House in 45324 at 3998 Colonel Glenn Hwy,3998 Colonel Glenn Hwy,45324
"Franklin, OH ",Waffle House in 45005-4558 at 6840 Franklin Lebanon Rd,6840 Franklin Lebanon Rd,45005
"Franklin, OH ",Waffle House in 45005-5230 at 3455 Commerce Dr,3455 Commerce Dr,45005
"Grove City, OH ",Waffle House in 43123 at 4140 Marlane Dr,4140 Marlane Dr,43123
"Grove City, OH ",Waffle House in 43123 at 3085 Broadway,3085 Broadway,43123
"Mason, OH ",Waffle House in 45040-1928 at 3989 STATE ROUTE 42,3989 STATE ROUTE 42,45040
"Mason, OH ",Waffle House in 45040-2360 at 5377 Beach Blvd,5377 Beach Blvd,45040
"Mason, OH ",Waffle House in 45040-9397 at 9725 S Mason Montgomery Rd,9725 S Mason Montgomery Rd,45040
"Reynoldsburg, OH ",Waffle House in 43068 at 2621 Brice Rd,2621 Brice Rd,43068
"Reynoldsburg, OH ",Waffle House in 43068 at 2160 Brice Rd,2160 Brice Rd,43068
"Toledo, OH ",Waffle House in 43614 at 2454 S Reynolds Rd,2454 S Reynolds Rd,43614
"Toledo, OH ",Waffle House in 43617 at 6725 W Central Ave,6725 W Central Ave,43617
"West Chester, OH ",Waffle House in 45069-2142 at 8239 Cincinnati Dayton Rd,8239 Cincinnati Dayton Rd,45069
"West Chester, OH ",Waffle House in 45069-6515 at 7312 Kingsgate Way,7312 Kingsgate Way,45069
"Austinburg, OH",single loc,2850 Gh Dr,44010
"Fairfield, OH",single loc,5141 Dixie Hwy,45014-2935
"Miamisburg, OH",single loc,2959 Miamisburg Centerville Rd,45342-3773
"Wapakoneta, OH",single loc,503 Apollo Dr,45895
"Medina, OH",single loc,3190 Medina Rd,44256
"Vandalia, OH",single loc,380 E National Rd,45377
"Piqua, OH",single loc,1232 E Ash St,45356
"Jeffersonville, OH",single loc,11546 Allen Rd,43128
"Girard, OH",single loc,2725 Salt Springs Rd,44420
"Bowling Green, OH",single loc,1548 E Wooster St,43402
"Lima, OH",single loc,1220 Neubrecht Rd,45801
"Monroe, OH",single loc,1225 Hamilton Lebanon Rd E,45050
"Brookville, OH",single loc,780 Arlington Rd,45309
"Troy, OH",single loc,1290 Archer Dr,45373
"Hubbard, OH",single loc,2284 Gala St,44425
"Willoughby, OH",single loc,36333 Vine St,44094
"Beaverdam, OH",single loc,409 E Main St,45808
"Painesville, OH",single loc,7505 Crile Rd,44077
"Holland, OH",single loc,7050 Orchard Centre Dr,43528
"Concord, OH",single loc,Ohio 44,44077
"Bellefontaine, OH",single loc,1133 N Main St,43311
"Westerville, OH",single loc,3385 E Dublin Granville Rd,43081
"Perrysburg, OH",single loc,26046 Dixie Hwy,43551
"Findlay, OH",single loc,1103 Trenton Ave,45840
"Hamilton, OH",single loc,829 High St,45011
"Marysville, OH",single loc,16401 Square Dr,43040
"Sunbury, OH",single loc,7163 E State Route 37,43074
"Sidney, OH",single loc,317 Folkerth Ave,45365
"Lebanon, OH",single loc,3989 S Us Route 42,45036
"Akron, OH",single loc,3031 S Arlington Rd,44312
"Canal Winchester, OH",single loc,5755 Gender Rd,43110
"Groveport, OH",single loc,4569 Homer Ohio Ln,43125
"Harrison, OH",single loc,10930 New Haven Rd,45030-1670
"Norman, OK ",Waffle House in 73069 at 125 N Interstate Dr,125 N Interstate Dr,73069
"Norman, OK ",Waffle House in 73072 at 1161 Rambling Oaks Dr,1161 Rambling Oaks Dr,73072
"Oklahoma City, OK ",Waffle House in 73108 at 1045 S Meridian Ave,1045 S Meridian Ave,73108
"Oklahoma City, OK ",Waffle House in 73114 at 959 W Memorial Rd,959 W Memorial Rd,73114
"Oklahoma City, OK ",Waffle House in 73115 at 5505 Tinker Diagonal St,5505 Tinker Diagonal St,73115
"Oklahoma City, OK ",Waffle House in 73117 at 105 S Martin Luther King Ave,105 S Martin Luther King Ave,73117
"Oklahoma City, OK ",Waffle House in 73159 at 7025 S May Ave,7025 S May Ave,73159
"Oklahoma City, OK ",Waffle House in 73160 at 105 S Eastern Ave,105 S Eastern Ave,73160
"Oklahoma City, OK ",Waffle House in 73160 at 316 Southwest 19th Street,316 Southwest 19th Street,73160
"Oklahoma City, OK ",Waffle House in 73160 at 316 Sw 19th St,316 Sw 19th St,73160
"Oklahoma City, OK ",Waffle House in 73160 at 105 South Eastern Avenue,105 South Eastern Avenue,73160
"Tulsa, OK ",Waffle House in 74105 at 1343 E Skelly Dr,1343 E Skelly Dr,74105
"Tulsa, OK ",Waffle House in 74107 at 5801 S 49th West Ave,5801 S 49th West Ave,74107
"Tulsa, OK ",Waffle House in 74128 at 10516 E 11th St,10516 E 11th St,74128
"Tulsa, OK ",Waffle House in 74133 at 7022 S Mingo Rd,7022 S Mingo Rd,74133
"Owasso, OK",single loc,503 E 2nd Ave,74055
"Yukon, OK",single loc,1350 Canadian Ct,73099
"Broken Arrow, OK",single loc,2210 N Aspen Ave,74012
"Catoosa, OK",single loc,19260 Timbercrest Cir,74015
"Harrisburg, PA ",Waffle House in 17109 at 3890 Union Deposit Rd,3890 Union Deposit Rd,17109
"Harrisburg, PA ",Waffle House in 17111 at 4701 Lindle Rd,4701 Lindle Rd,17111
"Lancaster, PA ",Waffle House in 17602 at 2499 Lincoln Hwy E,2499 Lincoln Hwy E,17602
"Lancaster, PA ",Waffle House in 17603-2613 at 1021 Dillerville Rd,1021 Dillerville Rd,17603
"Scranton, PA ",Waffle House in 18505 at 708 Davis St,708 Davis St,18505
"Scranton, PA ",Waffle House in 18505-3506 at 742 Davis St,742 Davis St,18505
"Washington, PA ",Waffle House in 15301 at 255 Murtland Ave,255 Murtland Ave,15301
"Washington, PA ",Waffle House in 15301 at 430 Racetrack Rd,430 Racetrack Rd,15301
"Chambersburg, PA",single loc,1300 Lincoln Way E,17202
"Clarks Summit, PA",single loc,933 S State St,18411
"Carlisle, PA",single loc,1249 Harrisburg Pike,17013
"Hellertown, PA",single loc,2101 Cherry Ln,18055
"Bethlehem, PA",single loc,2101 Cherry Ln,18015
"Allentown, PA",single loc,1783 Airport Rd,18109
"Farrell, PA",single loc,841 Sharon New Castle Rd,16121
"Jersey Shore, PA",single loc,145 S Main St,17740
"Aiken, SC ",Waffle House in 29801 at 1710 Richland Ave W,1710 Richland Ave W,29801
"Aiken, SC ",Waffle House in 29801 at 105 Frontage Rd,105 Frontage Rd,29801
"Aiken, SC ",Waffle House in 29803 at 2519 Whiskey Rd,2519 Whiskey Rd,29803
"Aiken, SC ",Waffle House in 29805 at 2676 Columbia Hwy N,2676 Columbia Hwy N,29805
"Anderson, SC ",Waffle House in 29621 at 4620 Clemson Blvd,4620 Clemson Blvd,29621
"Anderson, SC ",Waffle House in 29621 at 4540 N Highway 81,4540 N Highway 81,29621
"Anderson, SC ",Waffle House in 29621 at 2 Justice Ln,2 Justice Ln,29621
"Anderson, SC ",Waffle House in 29621 at 3025 N Main St,3025 N Main St,29621
"Anderson, SC ",Waffle House in 29625 at N Main St,N Main St,29625
"Boiling Springs, SC ",Waffle House in 29316 at 1921 Boiling Springs Rd,1921 Boiling Springs Rd,29316
"Boiling Springs, SC ",Waffle House in 29316 at 8682 Asheville Hwy,8682 Asheville Hwy,29316
"Cayce, SC ",Waffle House in 29033 at 2207 Airport Blvd,2207 Airport Blvd,29033
"Cayce, SC ",Waffle House in 29033 at 1837 Airport Blvd,1837 Airport Blvd,29033
"Charleston, SC ",Waffle House in 29406 at 2357 W Aviation Ave,2357 W Aviation Ave,29406
"Charleston, SC ",Waffle House in 29406 at 2357 Aviation Avenue,2357 Aviation Avenue,29406
"Charleston, SC ",Waffle House in 29406 at 8994 University Blvd,8994 University Blvd,29406
"Charleston, SC ",Waffle House in 29406 at 7391 Northwoods Blvd,7391 Northwoods Blvd,29406
"Charleston, SC ",Waffle House in 29407 at 325 Savannah Hwy,325 Savannah Hwy,29407
"Charleston, SC ",Waffle House in 29414 at 2229 Savannah Hwy,2229 Savannah Hwy,29414
"Clinton, SC ",Waffle House  at 692 Hwy 56 N,692 Hwy 56 N,692
"Clinton, SC ",Waffle House in 29325 at 12528 Highway 56 N,12528 Highway 56 N,29325
"Clinton, SC ",Waffle House in 29325 at 804 S Broad St,804 S Broad St,29325
"Columbia, SC ",Waffle House in 29203 at 8600 Farrow Rd,8600 Farrow Rd,29203
"Columbia, SC ",Waffle House in 29209 at 7271 Garners Ferry Rd,7271 Garners Ferry Rd,29209
"Columbia, SC ",Waffle House in 29209 at 7428 Garners Ferry Rd,7428 Garners Ferry Rd,29209
"Columbia, SC ",Waffle House in 29210 at 1805 Bush River Rd,1805 Bush River Rd,29210
"Columbia, SC ",Waffle House in 29210 at 205 Stoneridge Dr,205 Stoneridge Dr,29210
"Columbia, SC ",Waffle House in 29210 at 491 Piney Grove Rd,491 Piney Grove Rd,29210
"Columbia, SC ",Waffle House in 29210 at 2351 Broad River Rd,2351 Broad River Rd,29210
"Columbia, SC ",Waffle House in 29210 at 778 Saint Andrews Rd,778 Saint Andrews Rd,29210
"Columbia, SC ",Waffle House in 29210 at 4505 Broad River Rd,4505 Broad River Rd,29210
"Columbia, SC ",Waffle House in 29223 at 8208 2 Notch Rd,8208 2 Notch Rd,29223
"Columbia, SC ",Waffle House in 29223 at 7505 Two Notch Rd,7505 Two Notch Rd,29223
"Columbia, SC ",Waffle House in 29223 at 4229 Hard Scrabble Rd,4229 Hard Scrabble Rd,29223
"Columbia, SC ",Waffle House in 29229 at 101 Clemson Rd,101 Clemson Rd,29229
"Duncan, SC ",Waffle House in 29334 at 1395 E Main St,1395 E Main St,29334
"Duncan, SC ",Waffle House in 29334 at 1530 E Main St,1530 E Main St,29334
"Florence, SC ",Waffle House in 29501 at 2900 W Radio Dr,2900 W Radio Dr,29501
"Florence, SC ",Waffle House in 29501 at 1815 W Lucas St,1815 W Lucas St,29501
"Gaffney, SC ",Waffle House in 29341-1204 at 1522 W Floyd Baker Blvd,1522 W Floyd Baker Blvd,29341
"Gaffney, SC ",Waffle House in 29341-2629 at 944 Hyatt St,944 Hyatt St,29341
"Greenville, SC ",Waffle House in 29605 at 1610 White Horse Rd,1610 White Horse Rd,29605
"Greenville, SC ",Waffle House in 29607 at 536 Haywood Rd,536 Haywood Rd,29607
"Greenville, SC ",Waffle House in 29607 at 18 Roper Mountain Rd,18 Roper Mountain Rd,29607
"Greenville, SC ",Waffle House in 29607 at 1627 Woodruff Rd,1627 Woodruff Rd,29607
"Greenville, SC ",Waffle House in 29607 at 2815 Laurens Rd,2815 Laurens Rd,29607
"Greenville, SC ",Waffle House in 29607 at 1115 Woodruff Rd,1115 Woodruff Rd,29607
"Greenville, SC ",Waffle House in 29611 at 6119 White Horse Rd,6119 White Horse Rd,29611
"Greenville, SC ",Waffle House in 29615 at 5007 Pelham Rd,5007 Pelham Rd,29615
"Greenville, SC ",Waffle House in 29617 at 8006 White Horse Rd,8006 White Horse Rd,29617
"Greenville, SC ",Waffle House in 29687 at 2703 Wade Hampton Blvd,2703 Wade Hampton Blvd,29687
